type,author,content,ip,time
2400,ARROW,jalai,現在空緯創還有肉肉吃喔~,,06/07 11:26
2401,PUSH,joe2,我佛慈悲  股價飛上西天取經,,06/07 11:26
2402,PUSH,jubihu,AI三名門 創意世芯緯創今天就他最廢,,06/07 11:26
2403,ARROW,pipi2,ABF南電跟景碩都被看破手腳，剩下猩猩苟延殘喘,,06/07 11:27
2404,ARROW,lepidoptera,飛宏沖仔又被教訓了嗎…,,06/07 11:27
2405,PUSH,a633599,2211 說過了 法說 請給尊重 百元列車即將發動,,06/07 11:27
2406,ARROW,pttstock,連線老輸天天開心 這種場景 似曾相似 :),,06/07 11:27
2407,PUSH,ninedreamer,肉鬆+100% 該賣了嗎QQ,,06/07 11:27
2408,PUSH,jasontake,穩套怎麼了！！！,,06/07 11:27
2409,PUSH,tsai18,半年以前緯創根本沒有人在討論 現在變那麼熱門喔,,06/07 11:27
2410,PUSH,kingkehor,緯創 嚇甩磨,,06/07 11:27
2411,PUSH,Lamigirls48,老蘇是不是滿手套牢 嘻嘻,,06/07 11:27
2412,PUSH,f204137,燒垃圾下午法說呢,,06/07 11:28
2413,ARROW,chilagow945,造市商們～量出不來啦！,,06/07 11:28
2414,ARROW,jalai,AI 三劍客: 技嘉 廣達 金像電,,06/07 11:28
2415,PUSH,fbtm,一樣是電器電纜，大哥一直跌二哥一直飆...,,06/07 11:28
2416,PUSH,orangesky43,99公公,,06/07 11:28
2417,PUSH,j6569642,旺矽創歷史高！,,06/07 11:28
2418,PUSH,cool189,潤泰家族 99光頭王,,06/07 11:28
2419,PUSH,a069275235,嘉偉老師2383 台光電漲停板  偉黑又看不見了,,06/07 11:28
2420,PUSH,g0t24568,嚇甩磨！,,06/07 11:29
2421,ARROW,chilagow945,金項鍊買那麼多  是該炒一下不然怎麼出,,06/07 11:29
2422,PUSH,jubihu,三劍客我一隻都沒有 現在追還有魚尾嗎,,06/07 11:29
2423,PUSH,dosiris,878不買緯創了嗎,,06/07 11:29
2424,PUSH,touchbird,又是大爆噴的一天,,06/07 11:29
2425,ARROW,Leo4891,老蘇ai股做好好的 昨天又把萬海 散裝買回去,,06/07 11:29
2426,PUSH,superamd,2211百元？？,,06/07 11:29
2427,ARROW,fbtm,25漲到69被說死去...,,06/07 11:29
2428,PUSH,f1023f1023,五月花勃起,,06/07 11:29
2429,PUSH,ak007,大盤快萬七 持股還在萬四的快砍了啦  笑死,,06/07 11:29
2430,PUSH,fakelie,昨天嚇甩磨,,06/07 11:29
2431,ARROW,f204137,瞭解公司價值 應該是希望多a點... 光頭王只看一天呢,,06/07 11:29
2432,ARROW,dosiris,一砍就噴 信不信,,06/07 11:30
2433,PUSH,rayccccc,鍋貼好吃 99鍋貼,,06/07 11:30
2434,BOO,call5566me,995885,,06/07 11:30
2435,ARROW,ichitakajoe,台股還在拉AI 伺服器,,06/07 11:30
2436,PUSH,alfi2016,龍鴿 股市天堂看過沒,,06/07 11:30
2437,PUSH,pttstock,丁丁 錢多買來套!,,06/07 11:30
2438,PUSH,richardc277,緯創怎麼了,,06/07 11:30
2439,ARROW,f204137,外資回心轉意 搞不好就像裕隆 這種噴射漲法... xd,,06/07 11:30
2440,PUSH,pisu,完了完了，8zz死亡重鴨加碼三陽,,06/07 11:30
2441,ARROW,bearss,漲了140%的股票被說死去  可以多死一些沒關係 XDD,,06/07 11:31
2442,PUSH,lucky360,緯創猛那麼多天 休息一下合理吧,,06/07 11:31
2443,PUSH,loveponpon,正二真的賣光光才在噴,,06/07 11:31
2444,ARROW,pttstock,怪怪 等不到+~老輸連線 :(,,06/07 11:31
2445,PUSH,a70327cow,開花乙特 +2882賠爛啊,,06/07 11:31
2446,ARROW,f204137,裕隆3x也是被嫌得一無是處 漲到現在 照樣被嫌,,06/07 11:31
2447,PUSH,ledmstony,緯創才跌2%就在問怎麼了==,,06/07 11:32
2448,PUSH,jubihu,光頭已經躺三個月了 昨天好不容易上37 今天又睡,,06/07 11:32
2449,ARROW,pttstock,+~老輸是不是在等庭鵑阿!!!,,06/07 11:32
2450,PUSH,jenny416413,緯創最佳買點,,06/07 11:32
2451,ARROW,leoyuan,可能都跟我一樣套在73吧XD,,06/07 11:32
2452,ARROW,laechan,萬六不買，萬七你才要買嗎,,06/07 11:32
2453,ARROW,jalai,AI 二門神: 勤誠 營邦,,06/07 11:32
2454,ARROW,pttstock,套牢的請往下用力買 左側交易 :),,06/07 11:33
2455,ARROW,f204137,心態急 就放不久啊 股債回升 總有一天會輪到它 蹲,,06/07 11:33
2456,PUSH,smbtomas,99五月花被fj出貨XD,,06/07 11:33
2457,BOO,xperiaxa,正2從四月份一路加碼到禮拜一抱到現在還沒賣,,06/07 11:33
2458,PUSH,dosiris,股息不夠高的自然抱不住,,06/07 11:34
2459,ARROW,soome,光頭王才跌這麼一點,,06/07 11:34
2460,PUSH,kai2573,緯創會跌到哪,,06/07 11:34
2461,PUSH,jalai,5353 內線買盤來囉,,06/07 11:34
2462,PUSH,fj22,好奇酷澎能威脅富邦媒嗎？好像來勢洶洶,,06/07 11:34
2463,ARROW,f204137,不知道在急什麼... 國泰3x沒機會撿到 光頭王輕鬆撿,,06/07 11:34
2464,PUSH,clamperni,大單賣賣賣,,06/07 11:34
2465,ARROW,laechan,那個誰，消春昨天放空台指好像出一半，早上先被嘎,,06/07 11:34
2466,ARROW,pttstock,天啊~ 50反一一值創低 :(,,06/07 11:34
2467,PUSH,Nick0907,金雞幫生蛋~,,06/07 11:34
2468,ARROW,appledick,短線 當沖 趕快滾一滾啦,,06/07 11:35
2469,PUSH,GQ072514,平倉,,06/07 11:35
2470,PUSH,bear2008,又躺著數錢了,,06/07 11:35
2471,ARROW,jalai,緯創就說會破68啊  大概67左右止穩吧,,06/07 11:35
2472,PUSH,werty5445,都要萬七了 還沒買的 在等萬八？,,06/07 11:35
2473,PUSH,a70327cow,2308 發車 追起乃335見,,06/07 11:35
2474,ARROW,bearss,緯創這一波漲勢比較像是中樂透...接下來人走茶涼吧,,06/07 11:35
2475,PUSH,post91,會不會哪天正2可以漲5%,,06/07 11:36
2476,PUSH,dosiris,應該會再盤個幾天才挑戰萬七,,06/07 11:36
2477,PUSH,nigatsuki,光頭王到底是哪支(,,06/07 11:36
2478,PUSH,pipi2,旺矽好會噴，強勢股下不來啊,,06/07 11:36
2479,PUSH,max220,物流車剛有人39一次買100張 直接過39大關,,06/07 11:36
2480,PUSH,jenny416413,還有人買長榮海嗎,,06/07 11:36
2481,PUSH,qoo60218,老蘇到底有沒有連線啦？,,06/07 11:36
2482,PUSH,Derricklin21,緯創一個禮拜前才下到過64 現在都還沒67就在死去是,,06/07 11:36
2483,PUSH,smbtomas,我開始懷念光頭35,,06/07 11:36
2484,ARROW,Derricklin21,怎...XDD,,06/07 11:36
2485,PUSH,pttstock,+~老輸怎麼通告被取消了?? 在忙著安撫會員嗎???,,06/07 11:37
2486,PUSH,sssallen,出貨盤,,06/07 11:37
2487,PUSH,kofi8014,這波就是漲散戶不敢買的盤,,06/07 11:37
2488,PUSH,shizukun0103,亞航怎麼又漲停 也太扯,,06/07 11:37
2489,PUSH,f204137,3x都差不多 4x就會開始懷念3x 5x反而勇於追高,,06/07 11:37
2490,PUSH,alfi2016,佛山無影腳 連環踢,,06/07 11:37
2491,ARROW,dosiris,緯創股東會還沒開 只能暗示這麼多,,06/07 11:37
2492,PUSH,qoo60218,居然是歸零一點零,,06/07 11:37
2493,PUSH,chalon,散戶被去年搞到有被害妄想症了吧,,06/07 11:38
2494,PUSH,turtle66,日股爆噴,,06/07 11:38
2495,PUSH,Buddy,緯創會跌到這波融資先殺出 還主力融資哩 根本超級廢,,06/07 11:38
2496,ARROW,bearss,漲到當沖開始進來玩就差不多要開始被割了...,,06/07 11:38
2497,PUSH,jubihu,光頭本人最近都沒出現在電視上  難怪有人不知道他誰,,06/07 11:38
2498,PUSH,betrayalme,光頭王是潤泰家族的吧,,06/07 11:38
2499,PUSH,frankie30432,6223不用看了吧 兩位數不買買現在,,06/07 11:38
2500,ARROW,ichitakajoe,緯創破底 崩崩,,06/07 11:38
2501,PUSH,jalai,3661 內線買進中,,06/07 11:38
2502,ARROW,smbtomas,fj會被笑應該是因為手上沒有技嘉這種吧XD,,06/07 11:38
2503,PUSH,richardc277,光頭王就是潤泰集團的總裁啊,,06/07 11:38
2504,PUSH,EvilJustice,沒能耐的乖乖買etf就好,,06/07 11:39
2505,PUSH,didder,緯創跳水了...,,06/07 11:39
2506,PUSH,addy7533967,光頭王應該要學一下徐董，時不時就出來亮相嘴砲,,06/07 11:39
2507,PUSH,hellogym,小家電啥小 不會一堆散戶以為他旅遊股吧？,,06/07 11:39
2508,PUSH,BHooo,少年股神橫空出世！！！,,06/07 11:40
2509,PUSH,krezev,嘎鼠倫啦,,06/07 11:40
2510,PUSH,fujilingo,方便請問fj對5907的看法嗎？謝謝您,,06/07 11:41
2511,PUSH,f204137,沒有技嘉 我有吳淡如啊...有沒有發現兩家漲勢類似XD,,06/07 11:41
2512,PUSH,jubihu,光頭很有投資眼光 除了生技看走眼,,06/07 11:41
2513,BOO,faelone,8ZZ 09:22 發文SYM，當日相對高點，泰神辣,,06/07 11:41
2514,PUSH,pqpqpqpq,光頭就見光死啊 看看前幾天股版有人po 就不會漲,,06/07 11:41
2515,PUSH,frankie30432,光頭這個叫見光死?本來就很會得,,06/07 11:42
2516,PUSH,richardc277,緯創要不要跑了。獲利縮水中。可惡,,06/07 11:42
2517,ARROW,O10lOl01O,緯創看來要一路電梯向下了,,06/07 11:42
2518,ARROW,f204137,大洋月營收拉到4億漲勢才會明顯 現在都是整理階段,,06/07 11:42
2519,PUSH,dosiris,光頭現在沒在管事了吧 跟郭差不多,,06/07 11:42
2520,PUSH,kai2573,正2賺  緯創空單也賺  舒服,,06/07 11:42
2521,PUSH,ggbc,緯創隨便空 隨便賺 嘻嘻,,06/07 11:42
2522,ARROW,ptrpan,趕快跑,,06/07 11:42
2523,ARROW,frankie30432,光頭本來就很會盤的,,06/07 11:42
2524,PUSH,dethes,2206連續兩天都是這種盤，怎麼回事啊？,,06/07 11:42
2525,PUSH,BIGBIGFISH,FJ怎麼看5263另類解封概念股,,06/07 11:42
2526,ARROW,ichitakajoe,營邦硬梆梆,,06/07 11:42
2527,BOO,xxxluke,晶豪哥爛透了,,06/07 11:42
2528,ARROW,O10lOl01O,緯創現在空還有肉吃,,06/07 11:42
2529,ARROW,frankie30432,要不要看上一波漲起來之前盤多久,,06/07 11:42
2530,PUSH,fujilingo,謝謝fj的回覆分享！,,06/07 11:42
2531,PUSH,peace1way,加油，一堆人看著廣字輩買綠的緯創…午盤就知道了,,06/07 11:43
2532,ARROW,richardc277,來跑個幾張緯創好了。少賺比賠錢痛苦。嗚嗚嗚,,06/07 11:43
2533,ARROW,frankie30432,沒要放一年的買這個幹嘛?要講幾次,,06/07 11:43
2534,ARROW,f204137,技嘉的yoy 還沒吳淡如甜呢 要買自己能掌握的,,06/07 11:43
2535,PUSH,jenny416413,緯創？,,06/07 11:43
2536,PUSH,tsai18,6274終於鎖啦,,06/07 11:43
2537,ARROW,jalai,緯創換廣達 有很難嗎?,,06/07 11:43
2538,PUSH,smile76,靠 現在的股市是怎樣 整天都在噴就是了,,06/07 11:43
2539,PUSH,smbtomas,我的緯創空單認賠才崩XD,,06/07 11:44
2540,PUSH,gtaped05550,元大金已經噴上天了～～～,,06/07 11:44
2541,PUSH,otsuka123,漲真的還是漲假的 泡沫崩解就知道,,06/07 11:44
2542,PUSH,jubihu,我71的緯創怎麼辦 攤嗎,,06/07 11:44
2543,PUSH,chalon,1731進場拉~拉個五張玩玩看,,06/07 11:44
2544,ARROW,f204137,5263蹲一陣子了 老闆很愛講 業績還是那樣...來回做,,06/07 11:44
2545,PUSH,ptrpan,今天應該就精準控盤到收盤吧~,,06/07 11:44
2546,PUSH,a70327cow,開花乙特 還賠爛,,06/07 11:44
2547,ARROW,jenny416413,緯創是不是很多人今天進場了,,06/07 11:44
2548,PUSH,hellogym,小家電鎖啥小的@@,,06/07 11:44
2549,ARROW,laechan,"持股四紅,舒服 https://i.imgur.com/geweBVQ.gif",,06/07 11:44
2550,ARROW,frankie30432,之前達爾很紅殺回12X沒人要又爬起來,,06/07 11:44
2551,PUSH,php4,台燿燈了,,06/07 11:44
2552,BOO,call5566me,漲百點死魚,,06/07 11:44
2553,PUSH,pttstock,緯創拉回很多人進去撿便宜 :),,06/07 11:45
2554,ARROW,peace1way,現在有幾萬張的多單套70以上，我70.5沖空單抱到收盤,,06/07 11:45
2555,ARROW,frankie30432,5263這種又沒辦法估價,,06/07 11:45
2556,ARROW,jalai,現在空緯創還有肉肉吃喔~,,06/07 11:45
2557,PUSH,clamperni,力旺又2000了 嚇死,,06/07 11:45
2558,PUSH,wellkimi,6274 鎖了，開心！,,06/07 11:45
2559,ARROW,soome,恥骨像平盤,,06/07 11:45
2560,ARROW,baka1412,https://i.imgur.com/U7vCOaQ.gif,,06/07 11:45
2561,ARROW,bearss,怎麼看都是當沖客進去接刀...尾盤就知道了....,,06/07 11:45
2562,ARROW,blue1204,散熱@@,,06/07 11:45
2563,ARROW,pttstock,緯創有878 2000億資金 安啦~~,,06/07 11:46
2564,ARROW,ptrpan,不過出貨是一定的,,06/07 11:46
2565,PUSH,drraujn,"光頭的投資我沒什麼信心,GGR讓我超傻眼",,06/07 11:46
2566,PUSH,iclaire,6274真強,,06/07 11:46
2567,PUSH,DDDDRR,緯創倒垃圾？人踩人好好看,,06/07 11:46
2568,ARROW,bearss,878助攻緯創前幾天股價已反應....,,06/07 11:46
2569,PUSH,qoo60218,等老蘇一小時還沒上線，給差評,,06/07 11:46
2570,ARROW,BlueBird5566,我又被騙下車了 嗚嗚嗚嗚嗚,,06/07 11:47
2571,PUSH,tintin9900,阿門,,06/07 11:47
2572,PUSH,smbtomas,賣豬的還在死魚,,06/07 11:47
2573,PUSH,otsuka123,如果只是靠蹭878很危險 波段總整理黃金分割率會很,,06/07 11:47
2574,ARROW,otsuka123,瓜張,,06/07 11:47
2575,PUSH,peace1way,878的錢都把緯創多少買上來了，還在878……,,06/07 11:47
2576,ARROW,leoyuan,剛剛清掉緯創，心碎,,06/07 11:47
2577,ARROW,pttstock,真的 我也等不到+~老輸上線 爛死了 :(,,06/07 11:47
2578,PUSH,mopa,吳淡如？,,06/07 11:47
2579,ARROW,smbtomas,小智業績真的很鳥,,06/07 11:48
2580,PUSH,bown,三週漲千點 上次這麼快是航海時代嗎,,06/07 11:48
2581,PUSH,frankie30432,光頭要什麼信心 你覺得會倒就別碰,,06/07 11:48
2582,PUSH,DDDDRR,鳳凰今天還來嗎= =,,06/07 11:48
2583,ARROW,manamerj,大家都上車了嗎？,,06/07 11:48
2584,PUSH,richardc277,算了。緯創全賣。魚尾給你們吃,,06/07 11:48
2585,BOO,npc776,(╮′ 皿`)<今天大奶 明天...明天一定小奶...,,06/07 11:48
2586,PUSH,lakershank,緯創要被小兒按在地上倒了嗎,,06/07 11:48
2587,PUSH,Derricklin21,3231果然很多人耐不住XDD,,06/07 11:48
2588,PUSH,zackro,FJ 請問還會想加碼老四川嗎？最近修正下來,,06/07 11:48
2589,PUSH,chalon,達爾跟個單...,,06/07 11:49
2590,PUSH,windblood,6274弄了整個早上才甘願鎖了 XDD,,06/07 11:49
2591,PUSH,jenny416413,緯創還有機會嗎,,06/07 11:49
2592,ARROW,frankie30432,喜歡每天股價會上下的也別買,,06/07 11:49
2593,ARROW,Derricklin21,上禮拜64也是一樣的情景,,06/07 11:49
2594,ARROW,frankie30432,https://i.imgur.com/2t01XCD.jpg 猴子都會看吧,,06/07 11:49
2595,PUSH,O10lOl01O,緯創又再跳水 塊陶rrrrrrrrrrr,,06/07 11:49
2596,PUSH,kingstone21,6274以為鎖不住賣了，果然還太菜,,06/07 11:49
2597,PUSH,pttstock,緯創好屌 :),,06/07 11:49
2598,ARROW,jalai,緯創換廣達 有很難嗎?,,06/07 11:50
2599,ARROW,cl3bp6,緯創涼了???,,06/07 11:50
2600,ARROW,appledick,創意等下要啦了,,06/07 11:50
2601,ARROW,bearss,緯創還有機會....現在還有逃的機會,,06/07 11:50
2602,ARROW,pttstock,指數大漲 個股狂出 :),,06/07 11:50
2603,ARROW,b9513227,中午了 回套房繼續刷暗黑 嘻嘻嘻,,06/07 11:50
2604,PUSH,peace1way,感覺短沖客會進場，我68.6先補一回好了XD,,06/07 11:50
2605,PUSH,f204137,麻辣鍋月月破億再加碼啊 京城估值還比較看好呢,,06/07 11:50
2606,ARROW,edchans,12:00準備倒貨,,06/07 11:50
2607,PUSH,jc761128,878套牢緯創 GGG,,06/07 11:50
2608,PUSH,a8879576n,萬七衝啊,,06/07 11:51
2609,PUSH,ggbc,緯創 舒服,,06/07 11:51
2610,PUSH,photonic,緯創要拉尾盤了 大家快買,,06/07 11:51
2611,PUSH,dethes,請問2206現在持續攤成本會不會被套更慘？,,06/07 11:51
2612,PUSH,loveponpon,世新 加油,,06/07 11:51
2613,PUSH,obi963,公公今天還蠻強的呢,,06/07 11:51
2614,PUSH,Nick0907,金居加油 快衝快衝~,,06/07 11:51
2615,ARROW,photonic,營收準備公布,,06/07 11:51
2616,ARROW,jc761128,吳淡如哪檔？,,06/07 11:51
2617,ARROW,ichitakajoe,五月營收出來 一堆創高AI股等著崩,,06/07 11:51
2618,PUSH,max220,眼鏡行五月營收出來了~,,06/07 11:52
2619,BOO,cloudychao,乾，台化都不會動,,06/07 11:52
2620,ARROW,DAEVA,好喜歡看人發畢業文 希望有緯創的,,06/07 11:52
2621,PUSH,frankie30432,AI股等崩阿 崩了再買 最好大盤也崩,,06/07 11:52
2622,ARROW,jalai,資金都在買廣達 賣緯創 你看不出來嗎?,,06/07 11:52
2623,PUSH,zackro,謝謝fj  京城還是京站？,,06/07 11:52
2624,ARROW,frankie30432,因為太多假AI 崩盤就有真AI了,,06/07 11:52
2625,ARROW,peace1way,其實ai最近沒在看營收噴的，和之前元宇宙一樣……,,06/07 11:52
2626,PUSH,qw5526259,要不要舉辦第一屆，投資大賽~~~~~,,06/07 11:52
2627,ARROW,Gyin,手上好幾隻還是綠的XD,,06/07 11:52
2628,PUSH,uccuhaha,緯創可憐啊,,06/07 11:52
2629,ARROW,qw5526259,我想證明我是最強的~~~,,06/07 11:53
2630,ARROW,zackro,眼鏡行開營收，股價無動於衷,,06/07 11:53
2631,PUSH,lakershank,緯創要打第四節嗎,,06/07 11:53
2632,ARROW,cloudychao,塑化股還要磨多久，累累der,,06/07 11:53
2633,PUSH,jc761128,眼鏡行這營收 早就price in 了吧?,,06/07 11:53
2634,PUSH,yofa,緯創外資高歌離席,,06/07 11:53
2635,PUSH,f204137,眼鏡行3億以上都不錯 眼科合作 是未來很大的夢...XD,,06/07 11:53
2636,PUSH,sisishi,買啥跌啥吧，賣啥漲啥，靠腰喔,,06/07 11:53
2637,ARROW,appledick,看營收？？笑死 真的是不懂資金的流向呢,,06/07 11:53
2638,PUSH,e65947,肉鬆 老達 光寶 三本柱= =,,06/07 11:53
2639,PUSH,pipi2,AI現在就有實際營收嗎?不是還在作夢,,06/07 11:53
2640,PUSH,otsuka123,AI如果真整理 當然買gpu大模型 龍哥說的,,06/07 11:53
2641,ARROW,frankie30432,真題材 崩了會漲回來創高 假題材 崩了套10年 懂?,,06/07 11:53
2642,PUSH,pttstock,龍哥看好AI !!,,06/07 11:53
2643,ARROW,f204137,京站啊 不是京城 都是內需消費概念 今年會比去年好,,06/07 11:53
2644,PUSH,alfi2016,猩猩軋空,,06/07 11:54
2645,ARROW,uccuhaha,緯創空襲警報,,06/07 11:54
2646,ARROW,e65947,猩猩vvvv,,06/07 11:54
2647,PUSH,CloudyWing,欣興快平盤了...,,06/07 11:54
2648,PUSH,ZIQQ001,士紙這幾天再漲甚麼,,06/07 11:54
2649,ARROW,f204137,小百貨也是不錯 本業要看國揚合作案 百貨今年都不錯,,06/07 11:54
2650,ARROW,jalai,abf,,06/07 11:54
2651,ARROW,pipi2,ABF小丑剩下猩猩還沒開營收,,06/07 11:55
2652,BOO,sunbox,康和證繼續爛沒有關係,,06/07 11:55
2653,ARROW,CloudyWing,我是不是不該買漢唐，應該買洋基啊...,,06/07 11:55
2654,ARROW,appledick,緯創收平盤啦 就這麼簡單,,06/07 11:55
2655,ARROW,appledick,沒出量小綠 你不上車 什麼時候才要上 笑死,,06/07 11:55
2656,PUSH,benson502,誰做錯邊了？,,06/07 11:55
2657,ARROW,tctv2002,銅箔基板三雄 就剩聯茂那個死樣子,,06/07 11:55
2658,PUSH,jones520520,台勝科這個跌法我還以為今天發股利,,06/07 11:56
2659,PUSH,yofa,台達電現在進去追還來得及嗎XD,,06/07 11:56
2660,PUSH,GoodmanYY,眼鏡行是哪隻,,06/07 11:56
2661,PUSH,yumin88889,16888一路發發發啦,,06/07 11:56
2662,ARROW,baka1412,https://i.imgur.com/jWDqNiY.jpg,,06/07 11:56
2663,PUSH,awpdv,為啥緯創又在飆了,,06/07 11:56
2664,PUSH,pttstock,寶島科,,06/07 11:56
2665,PUSH,jalai,16888,,06/07 11:56
2666,ARROW,blue1204,世芯票還我 1605撿到1625賣的QQ,,06/07 11:56
2667,BOO,learnbao,美股也在大爆V了,,06/07 11:56
2668,PUSH,lucky360,緯創想拉尾盤嗎...,,06/07 11:56
2669,ARROW,baka1412,16888,,06/07 11:56
2670,PUSH,calqlus,16888888888888888888888,,06/07 11:57
2671,PUSH,smbtomas,維持空單回補XD,,06/07 11:57
2672,BOO,call5566me,噴一下啊阿獅,,06/07 11:57
2673,ARROW,pttstock,天啊~ 50反1 一直破底 該怎麼辦!! 屍哥 995,,06/07 11:57
2674,PUSH,Hina,ABF拉上去了,,06/07 11:57
2675,PUSH,lakershank,緯創第四節急起直追？,,06/07 11:57
2676,PUSH,bown,大盤真瘋狂,,06/07 11:57
2677,PUSH,a052612565,等等斷頭會拉一波吧,,06/07 11:57
2678,PUSH,CloudyWing,欣興紅了...,,06/07 11:58
2679,PUSH,f204137,嘎到沒逆價差了 空蛙藍燈繼續找利空... 真的很辛苦,,06/07 11:58
2680,ARROW,calqlus,我好像聽到了空蛙的慘叫聲了,,06/07 11:58
2681,ARROW,okstephen1,阿帽下定決心要鎖了?,,06/07 11:58
2682,PUSH,Derricklin21,早就說了...緯創還有空軍跳進去..,,06/07 11:58
2683,PUSH,yumin88889,16900要來囉,,06/07 11:58
2684,ARROW,cl3bp6,緯創878又進場了?,,06/07 11:58
2685,PUSH,obi963,"座標PCB, 生意還是爆爛",,06/07 11:58
2686,ARROW,Hina,ABF真的很扯 要拉就拉,,06/07 11:58
2687,BOO,momo5426mo,178啦，一起發https://i.imgur.com/ihCdvgT.jpg,,06/07 11:58
2688,ARROW,learnbao,緯創等等就V回平盤了 不要不信,,06/07 11:58
2689,PUSH,jenny416413,緯創要開始了,,06/07 11:58
2690,PUSH,st06666,https://i.imgur.com/UgkRZtz.jpg,,06/07 11:58
2691,PUSH,sisishi,猩猩洗三小,,06/07 11:58
2692,ARROW,f204137,下一個循環 藍燈別再空了 要會站在有利的位置,,06/07 11:58
2693,ARROW,pttstock,投信急call 878散戶大軍扣錢!!!!!!,,06/07 11:58
2694,PUSH,karalove,聯電怎麼這麼猛,,06/07 11:59
2695,PUSH,O10lOl01O,緯創V起來,,06/07 11:59
2696,ARROW,Hina,景碩就繼續在旁邊玩沙就好,,06/07 11:59
2697,PUSH,fortranvetin,上班族午休快到了  指數要撐住阿~~,,06/07 11:59
2698,PUSH,barry841120,16888 主力打暗號了 空蛙趕緊加入無腦多行列吧!!,,06/07 11:59
2699,ARROW,f204137,藍燈末升段... 這種人請遠離它 紅燈他會是最嗨的,,06/07 11:59
2700,ARROW,manamerj,不死鳥又來了嗎,,06/07 11:59
2701,PUSH,smbtomas,我空裕隆在78空緯創在68...乾,,06/07 11:59
2702,ARROW,WEYNI,買到的阿兵哥 軟弱無力..QQ,,06/07 11:59
2703,PUSH,poisonB,6743爆量長紅過前高 不要騙我,,06/07 11:59
2704,PUSH,a6435966,明天會萬7嗎！,,06/07 11:59
2705,PUSH,GivemeApen,欣興怎麼突然拉上去了,,06/07 12:00
2706,PUSH,s56565566123,上班族賣壓要來了 準備教訓大戶,,06/07 12:00
2707,PUSH,puggy,貨櫃車好像都沒動,,06/07 12:00
